================================================================================
  SAM ANNOTATION LOG
  Generated : 2026-04-19 14:04:01
  Train JSON: detectron2_dataset/shrub_train_sam.json
  Val JSON  : detectron2_dataset/shrub_val_sam.json
================================================================================

[TRAIN] GLOBAL SUMMARY
------------------------------------------------------------
  Patches              :      677
  Total annotations    :  118,180
  -- Shrubs (total)    :    2,158  (1.8% of all ann)
       SAM-refined     :      440  (20.4% of shrubs)
       Kept original   :    1,718
  -- Trees (hard-neg)  :   88,272
  -- Rocks (hard-neg)  :   27,750
  -- Total hard-neg    :  116,022

[VAL] GLOBAL SUMMARY
------------------------------------------------------------
  Patches              :      202
  Total annotations    :   39,411
  -- Shrubs (total)    :    2,402  (6.1% of all ann)
       SAM-refined     :      413  (17.2% of shrubs)
       Kept original   :    1,989
  -- Trees (hard-neg)  :   29,728
  -- Rocks (hard-neg)  :    7,281
  -- Total hard-neg    :   37,009

[TRAIN] PER-SITE BREAKDOWN
--------------------------------------------------------------------------------
  Site                                 Patches   Shrubs   SAMref    Trees    Rocks
  ----------------------------------------------------------------------------
  Calaveras_Big_trees                      365      104       8(   8%)    63845     7833
  Calaveras_Big_trees_tile_403.npy              Calaveras_Big_trees             0       0     187       5      n/a
  Calaveras_Big_trees_tile_404.npy              Calaveras_Big_trees             0       0     156      11      n/a
  Calaveras_Big_trees_tile_405.npy              Calaveras_Big_trees             0       0     232       0      n/a
  Calaveras_Big_trees_tile_406.npy              Calaveras_Big_trees             0       0     166       0      n/a
  Calaveras_Big_trees_tile_407.npy              Calaveras_Big_trees             0       0     190       0      n/a
  Calaveras_Big_trees_tile_408.npy              Calaveras_Big_trees             0       0     204       0      n/a
  Calaveras_Big_trees_tile_409.npy              Calaveras_Big_trees             0       0     195       1      n/a
  Calaveras_Big_trees_tile_410.npy              Calaveras_Big_trees             0       0     201       0      n/a
  Calaveras_Big_trees_tile_411.npy              Calaveras_Big_trees             0       0     167       0      n/a
  Calaveras_Big_trees_tile_412.npy              Calaveras_Big_trees             0       0     203       0      n/a
  Calaveras_Big_trees_tile_413.npy              Calaveras_Big_trees             0       0     251       1      n/a
  Calaveras_Big_trees_tile_414.npy              Calaveras_Big_trees             0       0     210       0      n/a
  Calaveras_Big_trees_tile_415.npy              Calaveras_Big_trees             0       0     222       9      n/a
  Calaveras_Big_trees_tile_416.npy              Calaveras_Big_trees             0       0     191      23      n/a
  Calaveras_Big_trees_tile_417.npy              Calaveras_Big_trees             0       0      38     123      n/a
  Calaveras_Big_trees_tile_418.npy              Calaveras_Big_trees             0       0     103      42      n/a
  Calaveras_Big_trees_tile_419.npy              Calaveras_Big_trees             0       0     208       7      n/a
  Calaveras_Big_trees_tile_420.npy              Calaveras_Big_trees             0       0     228      13      n/a
  Calaveras_Big_trees_tile_421.npy              Calaveras_Big_trees             0       0     259       1      n/a
  Calaveras_Big_trees_tile_422.npy              Calaveras_Big_trees             0       0     213      21      n/a
  Calaveras_Big_trees_tile_423.npy              Calaveras_Big_trees             0       0      86      72      n/a
  Calaveras_Big_trees_tile_424.npy              Calaveras_Big_trees             0       0      19     259      n/a
  Calaveras_Big_trees_tile_425.npy              Calaveras_Big_trees             0       0      39     247      n/a
  Calaveras_Big_trees_tile_426.npy              Calaveras_Big_trees             0       0     184       0      n/a
  Calaveras_Big_trees_tile_427.npy              Calaveras_Big_trees             0       0     197       0      n/a
  Calaveras_Big_trees_tile_428.npy              Calaveras_Big_trees             0       0     213       2      n/a
  Calaveras_Big_trees_tile_429.npy              Calaveras_Big_trees             0       0     187       2      n/a
  Calaveras_Big_trees_tile_432.npy              Calaveras_Big_trees             0       0     180       0      n/a
  Calaveras_Big_trees_tile_434.npy              Calaveras_Big_trees             0       0     185       0      n/a
  Calaveras_Big_trees_tile_435.npy              Calaveras_Big_trees             0       0     213       0      n/a
  Calaveras_Big_trees_tile_436.npy              Calaveras_Big_trees             0       0     172       0      n/a
  Calaveras_Big_trees_tile_437.npy              Calaveras_Big_trees             0       0     233       0      n/a
  Calaveras_Big_trees_tile_438.npy              Calaveras_Big_trees             0       0     226       0      n/a
  Calaveras_Big_trees_tile_439.npy              Calaveras_Big_trees             0       0     244       0      n/a
  Calaveras_Big_trees_tile_440.npy              Calaveras_Big_trees             0       0     230       0      n/a
  Calaveras_Big_trees_tile_441.npy              Calaveras_Big_trees             0       0     228       0      n/a
  Calaveras_Big_trees_tile_442.npy              Calaveras_Big_trees             0       0     181       0      n/a
  Calaveras_Big_trees_tile_443.npy              Calaveras_Big_trees             0       0     151       0      n/a
  Calaveras_Big_trees_tile_444.npy              Calaveras_Big_trees             0       0     184       0      n/a
  Calaveras_Big_trees_tile_445.npy              Calaveras_Big_trees             0       0     227       4      n/a
  Calaveras_Big_trees_tile_446.npy              Calaveras_Big_trees             0       0     181      29      n/a
  Calaveras_Big_trees_tile_447.npy              Calaveras_Big_trees             0       0     246      34      n/a
  Calaveras_Big_trees_tile_448.npy              Calaveras_Big_trees             0       0      69     139      n/a
  Calaveras_Big_trees_tile_449.npy              Calaveras_Big_trees             0       0      10     171      n/a
  Calaveras_Big_trees_tile_450.npy              Calaveras_Big_trees             0       0     203      26      n/a
  Calaveras_Big_trees_tile_451.npy              Calaveras_Big_trees             0       0     147      27      n/a
  Calaveras_Big_trees_tile_452.npy              Calaveras_Big_trees             0       0     295       3      n/a
  Calaveras_Big_trees_tile_453.npy              Calaveras_Big_trees             0       0     209      17      n/a
  Calaveras_Big_trees_tile_454.npy              Calaveras_Big_trees             0       0     141      25      n/a
  Calaveras_Big_trees_tile_455.npy              Calaveras_Big_trees             0       0     168      12      n/a
  Calaveras_Big_trees_tile_456.npy              Calaveras_Big_trees             0       0      74      87      n/a
  Calaveras_Big_trees_tile_457.npy              Calaveras_Big_trees             0       0     101      58      n/a
  Calaveras_Big_trees_tile_458.npy              Calaveras_Big_trees             0       0     149      25      n/a
  Calaveras_Big_trees_tile_459.npy              Calaveras_Big_trees             0       0     203       0      n/a
  Calaveras_Big_trees_tile_460.npy              Calaveras_Big_trees             0       0     203       1      n/a
  Calaveras_Big_trees_tile_461.npy              Calaveras_Big_trees             0       0     189       0      n/a
  Calaveras_Big_trees_tile_462.npy              Calaveras_Big_trees             0       0     244       1      n/a
  Calaveras_Big_trees_tile_464.npy              Calaveras_Big_trees             0       0     214       0      n/a
  Calaveras_Big_trees_tile_465.npy              Calaveras_Big_trees             0       0     217       0      n/a
  Calaveras_Big_trees_tile_466.npy              Calaveras_Big_trees             0       0     204       0      n/a
  Calaveras_Big_trees_tile_467.npy              Calaveras_Big_trees             0       0     217       1      n/a
  Calaveras_Big_trees_tile_468.npy              Calaveras_Big_trees             0       0     233       1      n/a
  Calaveras_Big_trees_tile_469.npy              Calaveras_Big_trees             0       0     178       4      n/a
  Calaveras_Big_trees_tile_470.npy              Calaveras_Big_trees             0       0     186       0      n/a
  Calaveras_Big_trees_tile_471.npy              Calaveras_Big_trees             0       0     196       0      n/a
  Calaveras_Big_trees_tile_472.npy              Calaveras_Big_trees             0       0     196       1      n/a
  Calaveras_Big_trees_tile_473.npy              Calaveras_Big_trees             0       0     178       0      n/a
  Calaveras_Big_trees_tile_474.npy              Calaveras_Big_trees             0       0     196       0      n/a
  Calaveras_Big_trees_tile_475.npy              Calaveras_Big_trees             0       0     194       0      n/a
  Calaveras_Big_trees_tile_476.npy              Calaveras_Big_trees             0       0     210      18      n/a
  Calaveras_Big_trees_tile_477.npy              Calaveras_Big_trees             0       0      77      80      n/a
  Calaveras_Big_trees_tile_478.npy              Calaveras_Big_trees             0       0     119      92      n/a
  Calaveras_Big_trees_tile_479.npy              Calaveras_Big_trees             0       0     146      90      n/a
  Calaveras_Big_trees_tile_480.npy              Calaveras_Big_trees             0       0      44     123      n/a
  Calaveras_Big_trees_tile_481.npy              Calaveras_Big_trees             0       0      37      43      n/a
  Calaveras_Big_trees_tile_482.npy              Calaveras_Big_trees             0       0     198      59      n/a
  Calaveras_Big_trees_tile_483.npy              Calaveras_Big_trees             0       0     139      53      n/a
  Calaveras_Big_trees_tile_484.npy              Calaveras_Big_trees             0       0     323      10      n/a
  Calaveras_Big_trees_tile_485.npy              Calaveras_Big_trees             0       0     432       2      n/a
  Calaveras_Big_trees_tile_486.npy              Calaveras_Big_trees             0       0     133       4      n/a
  Calaveras_Big_trees_tile_487.npy              Calaveras_Big_trees             0       0     146       1      n/a
  Calaveras_Big_trees_tile_488.npy              Calaveras_Big_trees             0       0      94      45      n/a
  Calaveras_Big_trees_tile_489.npy              Calaveras_Big_trees             0       0     166       0      n/a
  Calaveras_Big_trees_tile_490.npy              Calaveras_Big_trees             0       0     221       0      n/a
  Calaveras_Big_trees_tile_53.npy               Calaveras_Big_trees             1       0     230       0      3.5
  Calaveras_Big_trees_tile_65.npy               Calaveras_Big_trees             9       0     265       0      3.6
  Calaveras_Big_trees_tile_66.npy               Calaveras_Big_trees            18       0     241       0      3.3
  Calaveras_Big_trees_tile_77.npy               Calaveras_Big_trees            17       0     219       0      3.6
  Calaveras_Big_trees_tile_8.npy                Calaveras_Big_trees            14       3     196       2     21.1
  Calaveras_Big_trees_tile_97.npy               Calaveras_Big_trees            13       0     197      12      3.6
  DL_Bliss_tile_492.npy                         DL_Bliss                       12       5      99      43     34.0
  DL_Bliss_tile_493.npy                         DL_Bliss                       12       5      73      69    141.4
  DL_Bliss_tile_494.npy                         DL_Bliss                       19       6      69      50     25.5
  DL_Bliss_tile_496.npy                         DL_Bliss                        5       1     118      27     51.9
  DL_Bliss_tile_498.npy                         DL_Bliss                       12       6      94      59     82.8
  DL_Bliss_tile_500.npy                         DL_Bliss                       14       3     149      22     13.8
  DL_Bliss_tile_501.npy                         DL_Bliss                        8       2     146      18      5.8
  DL_Bliss_tile_503.npy                         DL_Bliss                       13       3      84      23      7.6
  DL_Bliss_tile_504.npy                         DL_Bliss                       13       3      76      57     18.8
  DL_Bliss_tile_507.npy                         DL_Bliss                       11       1     168       7      7.2
  DL_Bliss_tile_508.npy                         DL_Bliss                       26      16      42      85    315.8
  DL_Bliss_tile_510.npy                         DL_Bliss                       13       7      62      65    168.8
  DL_Bliss_tile_512.npy                         DL_Bliss                       17       3     191       4     13.9
  DL_Bliss_tile_516.npy                         DL_Bliss                        0       0      41      22      n/a
  DL_Bliss_tile_517.npy                         DL_Bliss                        0       0      24      15      n/a
  DL_Bliss_tile_518.npy                         DL_Bliss                        0       0      37      17      n/a
  DL_Bliss_tile_520.npy                         DL_Bliss                        0       0      76      20      n/a
  DL_Bliss_tile_521.npy                         DL_Bliss                        0       0      52      45      n/a
  DL_Bliss_tile_524.npy                         DL_Bliss                        0       0      88      19      n/a
  DL_Bliss_tile_532.npy                         DL_Bliss                        0       0      46      54      n/a
  DL_Bliss_tile_538.npy                         DL_Bliss                        0       0      36      57      n/a
  DL_Bliss_tile_540.npy                         DL_Bliss                        0       0      70      29      n/a
  DL_Bliss_tile_542.npy                         DL_Bliss                        0       0      51      66      n/a
  DL_Bliss_tile_543.npy                         DL_Bliss                        0       0      35      46      n/a
  DL_Bliss_tile_544.npy                         DL_Bliss                        0       0      50      26      n/a
  DL_Bliss_tile_545.npy                         DL_Bliss                        0       0      61      16      n/a
  DL_Bliss_tile_548.npy                         DL_Bliss                        0       0      37      11      n/a
  DL_Bliss_tile_549.npy                         DL_Bliss                        0       0      46       6      n/a
  Independence_Lake_tile_552.npy                Independence_Lake              22       4     170      33      7.8
  Independence_Lake_tile_554.npy                Independence_Lake              18      10     170      37     43.4
  Independence_Lake_tile_556.npy                Independence_Lake              20      10     172      32     54.5
  Independence_Lake_tile_557.npy                Independence_Lake              18      13     156      40     92.8
  Independence_Lake_tile_562.npy                Independence_Lake              21       9     131      24     47.7
  Independence_Lake_tile_565.npy                Independence_Lake              15       0     153      22      3.6
  Independence_Lake_tile_569.npy                Independence_Lake              17       1     120      30     20.0
  Independence_Lake_tile_574.npy                Independence_Lake              19      11      92      36     76.2
  Independence_Lake_tile_579.npy                Independence_Lake               6       4      25     113    401.8
  Independence_Lake_tile_580.npy                Independence_Lake              29      11      73      68     25.3
  Independence_Lake_tile_584.npy                Independence_Lake               9       0     134      50      3.2
  Independence_Lake_tile_587.npy                Independence_Lake              20       1     194      27      9.1
  Independence_Lake_tile_593.npy                Independence_Lake              15       1     164      22     11.5
  Independence_Lake_tile_595.npy                Independence_Lake              13       2     156      42     13.9
  Independence_Lake_tile_596.npy                Independence_Lake              20      10      45      75     57.6
  Independence_Lake_tile_597.npy                Independence_Lake              25      16     122      28    128.8
  Independence_Lake_tile_600.npy                Independence_Lake               7       0     100      54      3.2
  Independence_Lake_tile_601.npy                Independence_Lake               1       0     104      43      3.5
  Independence_Lake_tile_602.npy                Independence_Lake              13       6      42     102    107.8
  Independence_Lake_tile_604.npy                Independence_Lake              10       2      50      87     15.0
  Independence_Lake_tile_605.npy                Independence_Lake              20       1     110      50      5.8
  Independence_Lake_tile_608.npy                Independence_Lake               0       0     130      96      n/a
  Independence_Lake_tile_609.npy                Independence_Lake               0       0     112      81      n/a
  Independence_Lake_tile_610.npy                Independence_Lake               0       0     115     101      n/a
  Independence_Lake_tile_611.npy                Independence_Lake               0       0      73     131      n/a
  Independence_Lake_tile_613.npy                Independence_Lake               0       0      99      57      n/a
  Independence_Lake_tile_616.npy                Independence_Lake               0       0      66      71      n/a
  Independence_Lake_tile_617.npy                Independence_Lake               0       0      89      38      n/a
  Independence_Lake_tile_618.npy                Independence_Lake               0       0      96      42      n/a
  Independence_Lake_tile_619.npy                Independence_Lake               0       0      89      57      n/a
  Independence_Lake_tile_620.npy                Independence_Lake               0       0      57      65      n/a
  Independence_Lake_tile_621.npy                Independence_Lake               0       0      98      88      n/a
  Independence_Lake_tile_622.npy                Independence_Lake               0       0      89     155      n/a
  Independence_Lake_tile_623.npy                Independence_Lake               0       0      87     107      n/a
  Independence_Lake_tile_627.npy                Independence_Lake               0       0      96      62      n/a
  Independence_Lake_tile_629.npy                Independence_Lake               0       0      75      53      n/a
  Independence_Lake_tile_631.npy                Independence_Lake               0       0      59      69      n/a
  Independence_Lake_tile_632.npy                Independence_Lake               0       0       8     146      n/a
  Independence_Lake_tile_633.npy                Independence_Lake               0       0      42      87      n/a
  Independence_Lake_tile_634.npy                Independence_Lake               0       0     119      52      n/a
  Independence_Lake_tile_639.npy                Independence_Lake               0       0     149      62      n/a
  Independence_Lake_tile_642.npy                Independence_Lake               0       0      79      63      n/a
  Independence_Lake_tile_644.npy                Independence_Lake               0       0      28      79      n/a
  Independence_Lake_tile_645.npy                Independence_Lake               0       0      34      78      n/a
  Independence_Lake_tile_646.npy                Independence_Lake               0       0      22      74      n/a
  Independence_Lake_tile_647.npy                Independence_Lake               0       0      82      65      n/a
  Independence_Lake_tile_649.npy                Independence_Lake               0       0     155      66      n/a
  Independence_Lake_tile_653.npy                Independence_Lake               0       0     119      76      n/a
  Independence_Lake_tile_654.npy                Independence_Lake               0       0     112      70      n/a
  Independence_Lake_tile_656.npy                Independence_Lake               0       0      59      96      n/a
  Independence_Lake_tile_661.npy                Independence_Lake               0       0     109      81      n/a
  Independence_Lake_tile_662.npy                Independence_Lake               0       0     137     101      n/a
  Independence_Lake_tile_664.npy                Independence_Lake               0       0     144      39      n/a
  Independence_Lake_tile_666.npy                Independence_Lake               0       0      80      86      n/a
  Independence_Lake_tile_668.npy                Independence_Lake               0       0      71      56      n/a
  Independence_Lake_tile_669.npy                Independence_Lake               0       0      61      89      n/a
  Independence_Lake_tile_670.npy                Independence_Lake               0       0      84     107      n/a
  Independence_Lake_tile_671.npy                Independence_Lake               0       0      54      98      n/a
  Independence_Lake_tile_673.npy                Independence_Lake               0       0      95      74      n/a
  Independence_Lake_tile_674.npy                Independence_Lake               0       0      68     146      n/a
  Independence_Lake_tile_675.npy                Independence_Lake               0       0      17      94      n/a
  Independence_Lake_tile_676.npy                Independence_Lake               0       0      70      18      n/a
  Independence_Lake_tile_679.npy                Independence_Lake               0       0      61      26      n/a
  Independence_Lake_tile_681.npy                Independence_Lake               0       0     105      45      n/a
  Independence_Lake_tile_682.npy                Independence_Lake               0       0      57      90      n/a
  Independence_Lake_tile_683.npy                Independence_Lake               0       0      25     103      n/a
  Independence_Lake_tile_685.npy                Independence_Lake               0       0      40      93      n/a
  Independence_Lake_tile_686.npy                Independence_Lake               0       0     118      65      n/a
  Independence_Lake_tile_687.npy                Independence_Lake               0       0     188      67      n/a
  Independence_Lake_tile_688.npy                Independence_Lake               0       0     178      66      n/a
  Independence_Lake_tile_689.npy                Independence_Lake               0       0      47      67      n/a
  Independence_Lake_tile_692.npy                Independence_Lake               0       0      29      61      n/a
  Independence_Lake_tile_693.npy                Independence_Lake               0       0      31      99      n/a
  Independence_Lake_tile_695.npy                Independence_Lake               0       0      79     109      n/a
  Independence_Lake_tile_696.npy                Independence_Lake               0       0      41      91      n/a
  Independence_Lake_tile_698.npy                Independence_Lake               0       0      47      98      n/a
  Independence_Lake_tile_699.npy                Independence_Lake               0       0      77      23      n/a
  Independence_Lake_tile_700.npy                Independence_Lake               0       0     116      28      n/a
  Independence_Lake_tile_701.npy                Independence_Lake               0       0     167      41      n/a
  Independence_Lake_tile_702.npy                Independence_Lake               0       0     182      38      n/a
  Independence_Lake_tile_703.npy                Independence_Lake               0       0      61      14      n/a
  Independence_Lake_tile_704.npy                Independence_Lake               0       0      54      22      n/a
  Independence_Lake_tile_705.npy                Independence_Lake               0       0      38      25      n/a
  Independence_Lake_tile_706.npy                Independence_Lake               0       0      82      53      n/a
  Independence_Lake_tile_708.npy                Independence_Lake               0       0      60     140      n/a
  Independence_Lake_tile_712.npy                Independence_Lake               0       0       0     234      n/a
  Independence_Lake_tile_713.npy                Independence_Lake               0       0       0     137      n/a
  Independence_Lake_tile_714.npy                Independence_Lake               0       0      12      35      n/a
  Independence_Lake_tile_715.npy                Independence_Lake               0       0      43      66      n/a
  Independence_Lake_tile_716.npy                Independence_Lake               0       0      30      47      n/a
  Independence_Lake_tile_717.npy                Independence_Lake               0       0     155      12      n/a
  Independence_Lake_tile_718.npy                Independence_Lake               0       0      45      23      n/a
  Independence_Lake_tile_719.npy                Independence_Lake               0       0     112      60      n/a
  Independence_Lake_tile_720.npy                Independence_Lake               0       0      77      63      n/a
  Independence_Lake_tile_722.npy                Independence_Lake               0       0      62     105      n/a
  Independence_Lake_tile_723.npy                Independence_Lake               0       0      32      93      n/a
  Independence_Lake_tile_724.npy                Independence_Lake               0       0      52      74      n/a
  Pacific_Union_tile_725.npy                    Pacific_Union                  21       0     293       0      3.3
  Pacific_Union_tile_726.npy                    Pacific_Union                  28       0     210       0      3.6
  Pacific_Union_tile_727.npy                    Pacific_Union                   5       0     222       0      3.4
  Pacific_Union_tile_730.npy                    Pacific_Union                  21       0     137       0      3.6
  Pacific_Union_tile_731.npy                    Pacific_Union                  27       0     223       0      3.3
  Pacific_Union_tile_732.npy                    Pacific_Union                  11       0     235       0      3.5
  Pacific_Union_tile_733.npy                    Pacific_Union                   7       0     264       0      3.4
  Pacific_Union_tile_734.npy                    Pacific_Union                  21       0     185       0      3.7
  Pacific_Union_tile_736.npy                    Pacific_Union                  35       0     140       5      3.5
  Pacific_Union_tile_737.npy                    Pacific_Union                  32       0     166       0      3.4
  Pacific_Union_tile_738.npy                    Pacific_Union                  20       0     236       0      3.5
  Pacific_Union_tile_739.npy                    Pacific_Union                  15       0     270       0      3.5
  Pacific_Union_tile_740.npy                    Pacific_Union                  16       0     219       0      3.2
  Pacific_Union_tile_741.npy                    Pacific_Union                  14       0     210       0      4.4
  Pacific_Union_tile_742.npy                    Pacific_Union                  14       0     240       0      3.6
  Pacific_Union_tile_743.npy                    Pacific_Union                   6       0     296       0      3.7
  Pacific_Union_tile_744.npy                    Pacific_Union                  13       0     204       2      3.5
  Pacific_Union_tile_745.npy                    Pacific_Union                  16       0     194       0      3.1
  Pacific_Union_tile_746.npy                    Pacific_Union                  19       0     162       0      3.5
  Pacific_Union_tile_747.npy                    Pacific_Union                  15       0     181       0      3.3
  Pacific_Union_tile_748.npy                    Pacific_Union                  21       0     298       0      3.4
  Pacific_Union_tile_749.npy                    Pacific_Union                  15       0     286       0      3.3
  Pacific_Union_tile_752.npy                    Pacific_Union                  14       0     197       0      3.0
  Pacific_Union_tile_753.npy                    Pacific_Union                   8       0       0       0      3.4
  Pacific_Union_tile_754.npy                    Pacific_Union                  17       0     185       0      3.3
  Pacific_Union_tile_756.npy                    Pacific_Union                  10       1     186       0      6.3
  Pacific_Union_tile_757.npy                    Pacific_Union                  10       0     184       0      3.5
  Pacific_Union_tile_759.npy                    Pacific_Union                  15       0     138       0      3.4
  Pacific_Union_tile_760.npy                    Pacific_Union                   7       0     211       0      3.3
  Pacific_Union_tile_762.npy                    Pacific_Union                   6       0     151       0      3.7
  Pacific_Union_tile_763.npy                    Pacific_Union                   4       0     165       0      3.6
  Pacific_Union_tile_764.npy                    Pacific_Union                  20       0     200       0      3.3
  Pacific_Union_tile_766.npy                    Pacific_Union                  13       0     144       6      3.2
  Pacific_Union_tile_768.npy                    Pacific_Union                  12       0     148       0      4.0
  Pacific_Union_tile_769.npy                    Pacific_Union                   9       0     167       0      3.3
  Pacific_Union_tile_770.npy                    Pacific_Union                   9       0     172      12      3.4
  Pacific_Union_tile_771.npy                    Pacific_Union                   9       0     154      13      3.6
  Pacific_Union_tile_772.npy                    Pacific_Union                  25       0     169       0      3.6
  Pacific_Union_tile_774.npy                    Pacific_Union                  18       0     173       0      3.2
  Pacific_Union_tile_775.npy                    Pacific_Union                  11       0     188       0      3.3
  Pacific_Union_tile_776.npy                    Pacific_Union                  13       0     177       0      3.4
  Pacific_Union_tile_777.npy                    Pacific_Union                  10       0     171       0      3.4
  Sedgwick_tile_779.npy                         Sedgwick                        7       0       3     196      3.8
  Sedgwick_tile_780.npy                         Sedgwick                       22       3       8     183      6.0
  Sedgwick_tile_781.npy                         Sedgwick                        3       1       3     109     63.8
  Sedgwick_tile_783.npy                         Sedgwick                        6       4       0     111    135.8
  Sedgwick_tile_784.npy                         Sedgwick                       10       3       5     122      7.8
  Sedgwick_tile_785.npy                         Sedgwick                        7       2       6     127     16.9
  Sedgwick_tile_787.npy                         Sedgwick                        7       6      19      72   1366.3
  Sedgwick_tile_788.npy                         Sedgwick                        3       1      14      68    537.5
  Sedgwick_tile_789.npy                         Sedgwick                        4       4      19      56   1708.0
  Sedgwick_tile_790.npy                         Sedgwick                       21       6       2     191     91.4
  Sedgwick_tile_793.npy                         Sedgwick                        6       5      12     102   1096.8
  Sedgwick_tile_794.npy                         Sedgwick                        2       2      17     109    686.5
  Sedgwick_tile_796.npy                         Sedgwick                       15       9       1     154    197.2
  Sedgwick_tile_797.npy                         Sedgwick                       10       5       0     153    221.4
  Sedgwick_tile_798.npy                         Sedgwick                        7       6       0     165    715.4
  Sedgwick_tile_799.npy                         Sedgwick                       11       1       2     143    160.2
  Sedgwick_tile_800.npy                         Sedgwick                        5       2       1     156    706.6
  Sedgwick_tile_801.npy                         Sedgwick                       10       1       2     160    177.9
  Sedgwick_tile_802.npy                         Sedgwick                       10       4       1     254   1172.7
  Sedgwick_tile_803.npy                         Sedgwick                        3       2       0     221   1810.7
  Sedgwick_tile_805.npy                         Sedgwick                        3       3      13      99    750.0
  Sedgwick_tile_806.npy                         Sedgwick                        4       4      17      89    793.2
  Sedgwick_tile_807.npy                         Sedgwick                        6       6       7     113    987.7
  Sedgwick_tile_808.npy                         Sedgwick                       14       5       5     159    324.6
  Sedgwick_tile_809.npy                         Sedgwick                       10       4       2     169    690.4
  Sedgwick_tile_810.npy                         Sedgwick                       11       5       2     145    771.8
  Sedgwick_tile_811.npy                         Sedgwick                       15       8       2     191    984.4
  Sedgwick_tile_812.npy                         Sedgwick                       19       6       2     192     41.4
  Sedgwick_tile_813.npy                         Sedgwick                        6       2      34      69    280.2
  Sedgwick_tile_814.npy                         Sedgwick                        3       1      55      48     58.8
  Sedgwick_tile_816.npy                         Sedgwick                        7       0      48      59      3.9
  Sedgwick_tile_818.npy                         Sedgwick                        6       3      92      43    146.6
  Sedgwick_tile_819.npy                         Sedgwick                       13       0      16     169      3.7
  Sedgwick_tile_820.npy                         Sedgwick                        4       3      97      50    171.6
  Sedgwick_tile_822.npy                         Sedgwick                       16       6      79      67      9.0
  Sedgwick_tile_823.npy                         Sedgwick                        9       3      79      67    108.8
  Sedgwick_tile_824.npy                         Sedgwick                        9       6     129      34     99.3
  Sedgwick_tile_825.npy                         Sedgwick                       14       1     100      24     39.8
  Sedgwick_tile_826.npy                         Sedgwick                        9       3      96      24     47.1
  Sedgwick_tile_827.npy                         Sedgwick                        3       0      70      44      5.0
  Sedgwick_tile_828.npy                         Sedgwick                        7       0     127      35      3.5
  Sedgwick_tile_829.npy                         Sedgwick                       15       5     135      25     21.2
  Sedgwick_tile_830.npy                         Sedgwick                        8       1     113      31     20.8
  Sedgwick_tile_831.npy                         Sedgwick                        2       1      96      29     63.5
  Sedgwick_tile_832.npy                         Sedgwick                       11       0      65      43      3.7
  Sedgwick_tile_840.npy                         Sedgwick                       10       3      56      71     21.2
  Sedgwick_tile_842.npy                         Sedgwick                        5       2      27     134     22.8
  Sedgwick_tile_843.npy                         Sedgwick                        3       0      39     131      4.0
  Sedgwick_tile_844.npy                         Sedgwick                        7       0      29     141      3.5
  Sedgwick_tile_845.npy                         Sedgwick                       11       1      28     176      6.9
  Sedgwick_tile_846.npy                         Sedgwick                       13       0      16     143      3.8
  Sedgwick_tile_847.npy                         Sedgwick                       14       3       3     192      9.4
  Sedgwick_tile_848.npy                         Sedgwick                       30       0       5     173      3.7
  Sedgwick_tile_850.npy                         Sedgwick                        5       1      12     122      6.6
  Sedgwick_tile_851.npy                         Sedgwick                        1       1      21      86    449.0
  Sedgwick_tile_859.npy                         Sedgwick                       13       1       7     203      5.1
  Sedgwick_tile_860.npy                         Sedgwick                       17       0       8     155      3.6
  Sedgwick_tile_861.npy                         Sedgwick                       17       1       2     191      4.6
  Sedgwick_tile_862.npy                         Sedgwick                       29       2       2     193     20.0
  Sedgwick_tile_863.npy                         Sedgwick                        9       1      14     117    261.9
  Sedgwick_tile_864.npy                         Sedgwick                       25       4      14      99    275.1
  Sedgwick_tile_865.npy                         Sedgwick                        2       1      15      90    377.0
  Sedgwick_tile_866.npy                         Sedgwick                       14      13      25      87   1229.6
  Sedgwick_tile_867.npy                         Sedgwick                        5       0      70      78      4.3
  Sedgwick_tile_868.npy                         Sedgwick                       15       3      92      33     13.3
  Sedgwick_tile_869.npy                         Sedgwick                        9       0      14     183      4.1
  Sedgwick_tile_870.npy                         Sedgwick                        6       1      21     107    415.8
  Sedgwick_tile_871.npy                         Sedgwick                       14       2      33      92     12.8
  Sedgwick_tile_873.npy                         Sedgwick                        4       1      35      85      4.6
  Sedgwick_tile_874.npy                         Sedgwick                        8       3      12     152     46.5
  Sedgwick_tile_875.npy                         Sedgwick                        3       0      28     101      4.2
  Sedgwick_tile_877.npy                         Sedgwick                       11       7      43     117    268.4
  Sedgwick_tile_878.npy                         Sedgwick                        2       1      10     107    872.5
  Sedgwick_tile_880.npy                         Sedgwick                       13       1      32     144      5.0
  Sedgwick_tile_882.npy                         Sedgwick                        5       2      44     103     40.3
  Sedgwick_tile_883.npy                         Sedgwick                        3       0      46     138      4.0
  Sedgwick_tile_884.npy                         Sedgwick                       15       7      61      98    199.5
  Sedgwick_tile_886.npy                         Sedgwick                        3       0      74      88      4.2
  Sedgwick_tile_887.npy                         Sedgwick                        5       4      24      93   1366.5
  Sedgwick_tile_888.npy                         Sedgwick                        8       4      39     110    693.4
  Sedgwick_tile_890.npy                         Sedgwick                       10       4      25      75    384.4
  Sedgwick_tile_894.npy                         Sedgwick                       13       0      53      45      3.4
